Date,Close/Last,Volume,Open,High,Low
02/04/2022,$237.09,89342250,$234.97,$242.6099,$230.11
02/03/2022,$237.76,188119900,$244.645,$248,$235.745
02/02/2022,$323,58458280,$327.82,$328,$316.8747
02/01/2022,$319,18023800,$314.555,$319.6598,$312.12
01/31/2022,$313.26,21579470,$300.68,$313.79,$299.32
01/28/2022,$301.71,21871620,$295.6204,$301.9,$293.0333
01/27/2022,$294.64,21629920,$297.752,$301.709,$294.26
01/26/2022,$294.63,28348800,$307.01,$307.51,$290.85
01/25/2022,$300.15,25108450,$299.95,$306.23,$297.58
01/24/2022,$308.71,38936900,$297.84,$309.53,$289.01
01/21/2022,$303.17,28710720,$314.81,$318.31,$303.04
01/20/2022,$316.56,16925030,$323.9,$327.82,$315.98
01/19/2022,$319.59,20814740,$319.582,$327.1,$319.33
01/18/2022,$318.15,22677330,$323.29,$324.21,$317.64
01/14/2022,$331.9,16868500,$321.79,$332.73,$321.21
01/13/2022,$326.48,14797110,$334.98,$335.63,$325.76
01/12/2022,$333.26,14104860,$335.18,$336.365,$330.03
01/11/2022,$334.37,16226850,$326.78,$334.63,$325.28
01/10/2022,$328.07,24942380,$325.31,$328.34,$315.43
01/07/2022,$331.79,14722020,$332.74,$337,$328.8801
01/06/2022,$332.46,27962810,$322.82,$339.165,$322.72
01/05/2022,$324.17,20564520,$333.02,$335.76,$323.84
01/04/2022,$336.53,15997970,$339.95,$343.0854,$331.8711
01/03/2022,$338.54,14562850,$338.295,$341.0816,$337.19
12/31/2021,$336.35,12870480,$343.015,$343.44,$336.27
12/30/2021,$344.36,10593350,$344,$347.23,$343.22
12/29/2021,$342.94,10747010,$346.91,$349.6899,$341.6401
12/28/2021,$346.22,16637610,$346.63,$352.71,$345.2
12/27/2021,$346.18,17795030,$338.845,$347.87,$338.01
12/23/2021,$335.24,13987700,$330.1,$336.67,$328.36
12/22/2021,$330.45,16764570,$333.8,$334.51,$328.26
12/21/2021,$334.2,16116780,$326.41,$336,$323.75
12/20/2021,$325.45,17901780,$329.775,$329.9,$322.53
12/17/2021,$333.79,40012640,$332.795,$337.11,$330.75
12/16/2021,$334.9,22635030,$338.98,$344.46,$333.74
12/15/2021,$341.66,24681330,$332.494,$342.11,$323.98
12/14/2021,$333.74,20461020,$328.05,$335.7,$327.65
12/13/2021,$334.49,22948660,$330.95,$341.09,$329.59
12/10/2021,$329.75,14527970,$332.555,$335.03,$326.37
12/09/2021,$329.82,16879170,$329.54,$336.13,$328
12/08/2021,$330.56,19937720,$325,$332.75,$323.07
12/07/2021,$322.81,18794050,$321.57,$326.54,$321
12/06/2021,$317.87,21758340,$308.13,$320.1,$306.34
12/03/2021,$306.84,27471010,$313.73,$313.75,$299.5
12/02/2021,$310.39,24396170,$311.4,$314.6,$307.2
12/01/2021,$310.6,30384080,$330.29,$330.5,$310.29
11/30/2021,$324.46,25390010,$335,$335.81,$323.43
11/29/2021,$338.03,16650950,$336.89,$340.67,$335.305
11/26/2021,$333.12,14750740,$335.795,$337.75,$331.902
11/24/2021,$341.06,13566180,$336,$341.78,$332.81
11/23/2021,$337.25,17224990,$338.93,$341.3999,$333.5
11/22/2021,$341.01,27116810,$349.05,$353.83,$340.51
11/19/2021,$345.3,26488540,$342.2,$352.1,$339.9
11/18/2021,$338.69,17487240,$339.72,$342.46,$335.3
11/17/2021,$340.77,13602810,$344.24,$347.3,$340.1
11/16/2021,$342.96,18181110,$343.83,$346.65,$340.87
11/15/2021,$347.56,25076600,$344.34,$353.65,$343.2
11/12/2021,$340.89,25414310,$330.18,$341.86,$329.78
11/11/2021,$327.74,12376560,$329.82,$332.459,$327
11/10/2021,$327.64,21872610,$332.49,$333.19,$325.51
11/09/2021,$335.37,17556720,$340,$341.3075,$334.47
11/08/2021,$338.62,18342460,$344.42,$344.789,$338.34
11/05/2021,$341.13,26872820,$340.31,$346.79,$339.64
11/04/2021,$335.85,22495280,$334.007,$337.273,$332.65
11/03/2021,$331.62,20786500,$327.49,$332.15,$323.2
11/02/2021,$328.08,28352970,$331.38,$334.7895,$323.8
11/01/2021,$329.98,31518890,$326.04,$333.45,$326
10/29/2021,$323.57,37059380,$320.19,$325.9999,$319.6
10/28/2021,$316.92,50806840,$312.99,$325.52,$308.11
10/27/2021,$312.22,29971760,$314.19,$319.25,$312.06
10/26/2021,$315.81,65654040,$328.26,$330.2099,$309.6
10/25/2021,$328.69,38408960,$320.3,$329.56,$319.72
10/22/2021,$324.61,35224540,$326.345,$329.63,$321.11
10/21/2021,$341.88,16354420,$340.275,$342.31,$337.8
10/20/2021,$340.78,13639470,$343.445,$343.98,$339.4531
10/19/2021,$339.99,18786320,$339.645,$342.46,$337.28
10/18/2021,$335.34,21585020,$328.95,$335.89,$327.5
10/15/2021,$324.76,21596370,$328.68,$329.07,$322.51
10/14/2021,$328.53,14302150,$328.355,$330.52,$327.1
10/13/2021,$324.54,14761470,$326.97,$327,$322.66
10/12/2021,$323.77,31658680,$323.03,$324.38,$317.37
10/11/2021,$325.45,14708220,$327.625,$330.46,$325.31
10/08/2021,$330.05,15946110,$331.51,$333.4,$328.71
10/07/2021,$329.22,28307460,$337,$338.84,$328.98
10/06/2021,$333.64,26443010,$329.74,$334.38,$325.8
10/05/2021,$332.96,35377950,$328.58,$335.18,$326.1638
10/04/2021,$326.23,42884980,$335.53,$335.94,$322.7
10/01/2021,$343.01,14905310,$341.61,$345.02,$338.64
09/30/2021,$339.39,16547090,$340.445,$342.8,$338.15
09/29/2021,$339.61,14452240,$343.15,$345.23,$338.88
09/28/2021,$340.65,21710290,$347.97,$349.6,$338.92
09/27/2021,$353.58,15205840,$349.805,$355.15,$347.08
09/24/2021,$352.96,18801930,$343.239,$354.35,$342.37
09/23/2021,$345.96,21806260,$345.355,$349.67,$343
09/22/2021,$343.21,43692860,$347.23,$349.84,$340.6901
09/21/2021,$357.48,11751920,$358.5,$360.04,$355.19
09/20/2021,$355.7,19822770,$359.3,$361.03,$349.8
09/17/2021,$364.72,26298970,$371.405,$371.41,$361.59
09/16/2021,$373.06,11934220,$372.79,$373.56,$369.71
09/15/2021,$373.92,17940300,$377,$377.555,$367.67
09/14/2021,$376.53,8711569,$377.4,$378.59,$375.11
09/13/2021,$376.51,13026280,$381.68,$381.75,$374.3451
09/10/2021,$378.69,11549600,$381.361,$383.79,$378.26
09/09/2021,$378,9098941,$377.64,$379.83,$376.565
09/08/2021,$377.57,11067170,$380.16,$380.87,$374.79
09/07/2021,$382.18,10798920,$375.88,$382.96,$373.15
09/03/2021,$376.26,7511356,$374.75,$377.16,$373.11
09/02/2021,$375.28,14838270,$381.5,$381.75,$374.06
09/01/2021,$382.05,11567160,$379.59,$384.33,$378.81
08/31/2021,$379.38,12345350,$379.95,$382.759,$378.8
08/30/2021,$380.66,13547260,$372.56,$381.49,$370.52
08/27/2021,$372.63,11219140,$365.1,$373.74,$364.08
08/26/2021,$364.38,7888683,$368.375,$369.44,$364.13
08/25/2021,$368.39,9684519,$365.6,$370.86,$365.4
08/24/2021,$365.51,9235148,$363.66,$367.9559,$361.84
08/23/2021,$363.35,10942010,$359.44,$365.69,$359.1
08/20/2021,$359.37,8697667,$354.6,$359.9898,$353.31
08/19/2021,$355.12,12004540,$351.345,$357.57,$351
08/18/2021,$355.45,10042380,$356.25,$359.86,$355.15
08/17/2021,$358.45,12328740,$362.98,$364.67,$355.07
08/16/2021,$366.56,11232270,$362.52,$366.95,$357.38
08/13/2021,$363.18,7195724,$362.97,$364.6607,$361.48
08/12/2021,$362.65,7175206,$358.45,$363,$357.11
08/11/2021,$359.96,8400332,$362.1,$362.36,$357.81
08/10/2021,$361.13,7469878,$361.825,$364.1,$359.0435
08/09/2021,$361.61,7798872,$363.762,$365.775,$360.75
08/06/2021,$363.51,8925017,$361.4,$365.15,$361.395
08/05/2021,$362.97,10247210,$359.64,$363.9,$356.9
08/04/2021,$358.92,14180570,$352.42,$360.48,$351.51
08/03/2021,$351.24,12406050,$352.73,$353.7699,$347.7
08/02/2021,$351.95,13180440,$358.1,$359.4,$350.74
07/30/2021,$356.3,15976180,$354,$360.73,$352.94
07/29/2021,$358.32,33413240,$361,$365.52,$356.74
07/28/2021,$373.28,29676910,$374.56,$377.5499,$366.93
07/27/2021,$367.81,15705450,$371.91,$373.15,$364.55
07/26/2021,$372.46,14925220,$369.58,$374.44,$368.22
07/23/2021,$369.79,33694330,$360.91,$375.33,$357.19
07/22/2021,$351.19,12385440,$346.68,$351.54,$345.21
07/21/2021,$346.23,9279657,$341.5,$346.52,$341.25
07/20/2021,$341.66,11024280,$338.8,$343.45,$334.5
07/19/2021,$336.95,14372350,$337.57,$339.79,$334.54
07/16/2021,$341.16,11026090,$344.91,$345.9899,$340.14
07/15/2021,$344.46,14781590,$349.2348,$349.2348,$340.22
07/14/2021,$347.63,13894220,$354.56,$355.2,$346.73
07/13/2021,$352.09,11455960,$351.5,$358.49,$348.8
07/12/2021,$353.16,10018620,$351.23,$354.19,$349.64
07/09/2021,$350.42,13018690,$345.32,$350.71,$345.265
07/08/2021,$345.65,14406460,$345.73,$348.33,$342.56
07/07/2021,$350.49,14218870,$355.26,$356.49,$350
07/06/2021,$352.78,13488460,$356.5,$358.79,$349.18
07/02/2021,$354.7,11524610,$355.1,$356.44,$352.62
07/01/2021,$354.39,17137020,$346.82,$354.6699,$346.5
06/30/2021,$347.71,15107510,$352.165,$352.92,$347.17
06/29/2021,$351.89,21417310,$356.27,$356.74,$349.05
06/28/2021,$355.64,29156130,$342.46,$358.14,$341.77
06/25/2021,$341.37,14594440,$342.59,$344.12,$339.68
06/24/2021,$343.18,12329100,$341.85,$344.9,$341.79
06/23/2021,$340.59,14817820,$339.35,$343.4199,$338.2
06/22/2021,$339.03,15345300,$332.685,$339.92,$332.6
06/21/2021,$332.29,11337520,$331.09,$332.92,$327.65
06/18/2021,$329.66,23039460,$334.53,$336.15,$329
06/17/2021,$336.51,17794080,$330.49,$337.98,$330.15
06/16/2021,$331.08,17232160,$336.695,$337.55,$328.72
06/15/2021,$336.75,15795230,$336.99,$339.92,$335.03
06/14/2021,$336.77,12250800,$331.9,$336.82,$329.81
06/11/2021,$331.26,13587920,$332.58,$332.83,$328.93
06/10/2021,$332.46,13240230,$330.785,$333.94,$328.545
06/09/2021,$330.25,13727950,$335.74,$336.8,$330
06/08/2021,$333.68,14580460,$336.7,$338.2999,$332.24
06/07/2021,$336.58,20136710,$329.48,$337.69,$328.93
06/04/2021,$330.35,13289380,$325.9,$332.455,$325.18
06/03/2021,$326.04,12610790,$325.78,$327.375,$323.48
06/02/2021,$329.15,11654280,$330.38,$331.87,$327.1215
06/01/2021,$329.13,11765910,$330.15,$331.42,$326.64
05/28/2021,$328.73,12037430,$331,$332.8684,$328.33
05/27/2021,$332.75,20477730,$328,$333.78,$326.76
05/26/2021,$327.66,9686917,$328.35,$329.8299,$325.82
05/25/2021,$327.79,16436970,$327.08,$329.18,$324.8
05/24/2021,$324.63,16445360,$318.21,$325.95,$318.03
05/21/2021,$316.23,13600900,$319.29,$319.93,$315.8101
05/20/2021,$318.61,17320240,$313.58,$319.25,$313.16
05/19/2021,$313.59,19106240,$304.185,$314.66,$303.57
05/18/2021,$309.96,14522400,$315.59,$316.5,$309.81
05/17/2021,$315.46,15371050,$313.55,$315.68,$311.58
05/14/2021,$315.94,19245720,$309.54,$316.85,$309.08
05/13/2021,$305.26,18079160,$306.0833,$308.86,$302.7701
05/12/2021,$302.55,24641010,$301.13,$304.96,$298.19
05/11/2021,$306.53,18920090,$300.75,$306.84,$299.69
05/10/2021,$305.97,24239170,$314.35,$314.5786,$304.83
05/07/2021,$319.08,15916740,$322.38,$322.935,$318.75
05/06/2021,$320.02,19012240,$314.52,$320.24,$313.275
05/05/2021,$315.02,15577610,$318.19,$321.06,$314.49
05/04/2021,$318.36,24032560,$320.025,$322.19,$313.12
05/03/2021,$322.58,18719460,$326.17,$328.55,$321.84
04/30/2021,$325.08,26332420,$326.144,$329.82,$324.5
04/29/2021,$329.51,56526770,$330.12,$331.81,$321.61
04/28/2021,$307.1,33907210,$307.36,$310.92,$305.37
04/27/2021,$303.57,15309260,$304.28,$305.34,$301.11
04/26/2021,$303.04,16172590,$303.34,$305.8,$301.56
04/23/2021,$301.13,17559500,$298.76,$302.59,$297.15
04/22/2021,$296.52,16375350,$301.33,$302.92,$296.04
04/21/2021,$301.47,14863470,$301.945,$301.98,$297.39
04/20/2021,$302.65,16796440,$301.99,$305.1,$297.21
04/19/2021,$302.24,14553510,$305.007,$307.7,$300.56
04/16/2021,$306.18,13059160,$308.17,$308.95,$304.61
04/15/2021,$307.82,14558270,$306.34,$310.14,$304.1
04/14/2021,$302.82,17421390,$307.3,$308.03,$301.95
04/13/2021,$309.76,14036930,$312.21,$314.428,$309.32
04/12/2021,$311.54,10881940,$311.05,$312.15,$307.93
04/09/2021,$312.46,15988570,$311.4,$314.74,$310.33
04/08/2021,$313.02,20894150,$314.85,$315.88,$310.05
04/07/2021,$313.09,22855240,$306.34,$314.25,$305.5
04/06/2021,$306.26,17335250,$308.837,$311.35,$305.25
04/05/2021,$308.91,28237010,$300.89,$310.765,$300.68
04/01/2021,$298.66,17615980,$298.4,$302.4,$296.6
03/31/2021,$294.53,19498160,$289.99,$296.5,$288.61
03/30/2021,$288,17474540,$289.83,$292.47,$286.7
03/29/2021,$290.82,21718830,$285.77,$293.18,$284.7
03/26/2021,$283.02,17629190,$278.302,$284.5,$277.77
03/25/2021,$278.74,24505650,$280.98,$288.06,$277.75
03/24/2021,$282.14,18675050,$291,$291.72,$281.16
03/23/2021,$290.63,23000930,$293.15,$298,$289.81
03/22/2021,$293.54,28273070,$290.45,$299.705,$286.7501
03/19/2021,$290.11,38930540,$281.22,$292.8,$281.195
03/18/2021,$278.62,18754850,$279.87,$285.1899,$278.28
03/17/2021,$284.01,21315040,$275.705,$286.23,$275.41
03/16/2021,$279.28,22437670,$276.085,$282.14,$274.8
03/15/2021,$273.75,16856750,$269.08,$275.96,$268.5
03/12/2021,$268.4,20600200,$269.14,$269.74,$264.02
03/11/2021,$273.88,21833980,$268.11,$277.9,$267.82
03/10/2021,$264.9,14210320,$268.64,$268.97,$262.87
03/09/2021,$265.74,22039740,$261.175,$268.53,$259.81
03/08/2021,$255.31,18391770,$265.55,$265.58,$255.05
03/05/2021,$264.28,26820060,$260.67,$265.45,$255.61
03/04/2021,$257.64,31626460,$256.47,$266.49,$253.5
03/03/2021,$255.41,15513520,$260.29,$260.9899,$255.1
03/02/2021,$259,15191720,$265.78,$266.71,$258.65
03/01/2021,$264.91,22157260,$260.82,$266.65,$257.9039
02/26/2021,$257.62,26619520,$256.47,$265.55,$256.47
02/25/2021,$254.69,19053140,$262.3,$266.94,$254.04
02/24/2021,$264.31,15736120,$262.325,$266.38,$258.39
02/23/2021,$265.855,21924560,$259.5,$267.46,$254.96
02/22/2021,$260.33,17434870,$257.95,$263.07,$257.53
02/19/2021,$261.56,25622590,$269.86,$270.27,$260.15
02/18/2021,$269.39,15249130,$269.565,$271.95,$266.03
02/17/2021,$273.57,12763240,$271.24,$273.97,$269.58
02/16/2021,$273.97,15417240,$270.8,$276.6,$270.05
02/12/2021,$270.5,9097597,$270.52,$271.18,$268.34
02/11/2021,$270.39,12828570,$271.89,$273.58,$268.49
02/10/2021,$271.87,14687150,$272.4465,$273.7999,$267.72
02/09/2021,$269.45,14613380,$266.44,$273.39,$265.75
02/08/2021,$266.58,13755190,$268.75,$269.86,$265
02/05/2021,$268.1,12454370,$266.8,$269.17,$265.67
